chr1:121796229-126300656
total	2059
S1C1/5/19H1L.1-5(_6/4_5){n}-6	1379
S1C1/5/19H1L.1-3(_6/4_5){n}-6	259
S1C1/5/19H1L.1-6	77
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}-6	36
S1C1/5/19H1L.1-4_S1C16H1L.5(_6/4_5){n}-6	34
S1C1/5/19H1L.5(_6/4_5){n}-6	25
S1C1/5/19H1L.1-3_6	20
S1C1/5/19H1L.1-5(_6/4_5){n}_4-5(_6/4_5){n}-6	19
S1C1/5/19H1L.1-2_5-6	14
S1C1/5/19H1L.1-5(_6/4_5){n}_6/2_3-5(_6/4_5){n}-6	14
S1C1/5/19H1L.1-5(_6/4_5){n}_2-5(_6/4_5){n}-6	13
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}_6	10
S1C1/5/19H1L.1-2_5(_6/4_5){n}-6	9
S1C1/5/19H1L.1-4_5/3(_6/4_5){n}-6	8
S1C1/5/19H1L.1_2/4_5(_6/4_5){n}-6	6
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4	6
S1C1/5/19H1L.1-5_6/2_3(_6/4_5){n}-6	6
S1C1/5/19H1L.1-3(_6/4_5){n}_6/2_3-5(_6/4_5){n}-6	6
S1C1/5/19H1L.1-2_5_4-5(_6/4_5){n}-6	5
S1C1/5/19H1L.1-3(_6/4_5){n}_4-6	5
S1C1/5/19H1L.1-5(_6/4_5){n}_S1C16H1L.4	4
S1C1/5/19H1L.1(_6/4_5){n}-6	3
S1C1/5/19H1L.1-4	3
S1C1/5/19H1L.1-5_4-5(_6/4_5){n}-6	3
S1C1/5/19H1L.1-5_6/4_S1C16H1L.5(_6/4_5){n}-6	3
S1C1/5/19H1L.1-5(_6/4_5){n}_6/2_3(_6/4_5){n}-6	3
S1C1/5/19H1L.1-3(_6/4_5){n}_6/4	3
S1C1/5/19H1L.1-3(_6/4_5){n}_2-3(_6/4_5){n}-6	3
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_5/3_4-5(_6/4_5){n}-6	3
S1C1/5/19H1L.1/5_2/6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_5/1_2-5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_4-5(_6/4_5){n}_6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-3(_6/4_5){n}_6/4_3-5(_6/4_5){n}-6	2
S1C1/5/19H1L.1/5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_2_5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_2_3/5(_6/4_5){n}-6	2
S1C1/5/19H1L.3-5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_2-3(_6/4_5){n}-6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_2-6	2
S1C1/5/19H1L.1-5_2-5(_6/4_5){n}_6/2_3-5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-5(_6/4_5){n}_6/2_3-5(_6/4_5){n}_6/2_3-5(_6/4_5){n}-6	2
S1C1/5/19H1L.1-3(_6/4_5){n}_6/2_3-6	2
S1C1/5/19H1L.1-2_5_6/4	2
S1C1/5/19H1L.1-5(_6/4_5){n}_6/2_3-5(_6/4_5){n}_6	2
S1C1/5/19H1L.1-2_5(_6/4_5){n}_6/4	2
S1C1/5/19H1L.1-5_2/6	2
S1C1/5/19H1L.6/4_5-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_2-3_6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}_2-3_6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}_6/4_S1C16H1L.5_6/4_S1C16H1L.5(_6/4_5){n}_2/6	1
S1C1/5/19H1L.1(_6/4_5){n}_6/4_S1C16H1L.5_6/4_S1C16H1L.5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}_S1C16H1L.4_5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_2/6	1
S1C1/5/19H1L.1-3_6/4_S1C16H1L.5_6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_4-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}-6	1
S1C1/5/19H1L.5_6/4_3-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_2_5-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_4-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3(_6/4_5){n}_6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5_6/4_S1C16H1L.5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3-5(_6/4_5){n}_6/4_3(_6/4_5){n}-6	1
S1C1/5/19H1L.1/3(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_4-5(_6/4_5){n}_4-5(_6/4_5){n}_4-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5_4-5_4-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3_2-3(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_2/4_5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5_2-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_2-4	1
S1C1/5/19H1L.1-5(_6/4_5){n}_4-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_S1C16H1L.4_5(_6/4_5){n}_6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5	1
S1C1/5/19H1L.1-3_6/4_S1C16H1L.5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}_6/4_S1C16H1L.5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}_2-3(_6/4_5){n}_2-3(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}-4-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-2_3/5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5(_6/4_5){n}-2-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_2-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_6/4_3-5_6/4_S1C16H1L.5_2-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_6/4_3(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5_6/4_3-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_4-5(_6/4_5){n}-6	1
S1C1/5/19H1L.5/1_2-5(_6/4_5){n}-6	1
S1C1/5/19H1L.6/4_4-5(_6/4_5){n}-6	1
S1C1/5/19H1L.6/4_5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-3(_6/4_5){n}_6/2_3(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5_6/2_3-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1-5_2-5(_6/4_5){n}_2-5(_6/4_5){n}-6	1
S1C1/5/19H1L.1_2/4_5(_6/4_5){n}_2/6	1
S1C1/5/19H1L.1-3_6/4_S1C16H1L.5(_6/4_5){n}_6/4	1
chr10:39633787-41664580
total	1625
S1C10H1L.1-8	625
S1C10H1L.1-2_5-8	564
S1C10H1L.1-5_6/2/4_5-8	140
S1C10H1L.1-2_5_6/8	102
S1C10H1L.1-5_6/2/4_3-5_6/2/4_5-8	18
S1C10H1L.1-2_3/5_6/2/4_5-8	16
S1C10H1L.1-5_6/2/4_5_6/8	15
S1C10H1L.1-2_3/5_6/2/4_5_6/2/4_5-8	15
S1C10H1L.1-7_8/2_5-8	9
S1C10H1L.1-5_6/8	7
S1C10H1L.1_6/2/4_5_6/8	6
S1C10H1L.1-6_7/5_6/8	5
S1C10H1L.1-3_2_5_6/8	5
S1C10H1L.1-5_6/2/4_3-8	5
S1C10H1L.1-3_S1C10H1-B.4_5_S1C10H1-B.6_7-8	4
S1C10H1L.1-2_3/5_6/2/4_5_6/2/4_5_6/2/4_5-8	4
S1C10H1L.1-2_3/5_6-8	4
S1C10H1L.1-5_2_5-8	4
S1C10H1L.1-5_2-5_6/2/4_5-8	4
S1C10H1L.1-2_5_6/2/4_5-8	3
S1C10H1L.1-4_3/5_6-8	3
S1C10H1L.1-5_6/2/4_3-5_6/2/4_5_6/2/4_5-8	3
S1C10H1L.1-5_6/2/4_3_4/2/4_5-8	3
S1C10H1L.1-5_6/2/4_5_6/2/4_5-8	3
S1C10H1L.1-2_S1C10H1-B.3_4-8	2
S1C10H1L.1_2/6_7-8	2
S1C10H1L.1-2_5-6	2
S1C10H1L.1-2_5-7_6/2/4_5_6/8	2
S1C10H1L.1_4-8	2
S1C10H1L.1_2/4_5-8	2
S1C10H1L.1-2_3/5_5-8	2
S1C10H1L.1-5_6/2/4_5-6	2
S1C10H1L.1-2_5_6/2/4_3-8	2
S1C10H1L.5_6/8	2
S1C10H1L.1-3_4/8	2
S1C10H1L.1-5_S1C10H1-B.6_S1C10H1-B.7_S1C10H1-B.8_S1C10H1-B.1_S1C10H1-B.2_S1C10H1-B.3_S1C10H1-B.4_S1C10H1-B.5_S1C10H1-B.2_S1C10H1-B.3_S1C10H1-B.4_S1C10H1-B.5	2
S1C10H1L.6-8	2
S1C10H1L.1-3_4/2/4_5_6/8	2
S1C10H1L.1-3_S1C10H1-B.4_5-8	1
S1C10H1L.1_2/8	1
S1C10H1L.7-8	1
S1C10H1L.1_6/2/4_3-8	1
S1C10H1L.1-7_6/8	1
S1C10H1L.1-3_4/2/4_5-6_7/5_6/8	1
S1C10H1L.1-2_5_2-5_6/2/4_3_2_5-8	1
S1C10H1L.1-5_6/2/4_3_2_5-8	1
S1C10H1L.1-3_2_5-8	1
S1C10H1L.1-3_2_5_6/2/4_5-8	1
S1C10H1L.1-3_2/6_7-8	1
S1C10H1L.1-2_5_6/2/4_5_6/2/4_5-8	1
S1C10H1L.1_8	1
S1C10H1L.1-5_6/2/4_3-5_6/2/4_3-5_6/2/4_5-8	1
S1C10H1L.1-5_6/2/4_3-5_6/2/4_5_6/2/4_5_6/2/4_5_6/2/4_5-8	1
S1C10H1L.1-5_2_5_6/2/4_5-8	1
S1C10H1L.1_S1CMH3d.2_6/2/4_5-8	1
S1C10H1L.1_6/2/4_5-8	1
S1C10H1L.1_2/6	1
S1C10H1L.1-2_5_6/2/4_5-6	1
S1C10H1L.4-5_2-8	1
S1C10H1L.1-5_6/2/4_3-5_2-5_6/2/4_5-8	1
S1C10H1L.1-5_6/2/4_5_6/2/4_3_4/6_7-8	1
S1C10H1L.1-5_6/2/4_5-7_6/2/4_5_6/2/4_3-8	1
S1C10H1L.1-3_6/8	1
S1C10H1L.1_6-8	1
S1C10H1L.1_5_6/8	1
S1C10H1L.1-2_5-6_7/5_6/8	1
S1C10H1L.1_4-5_6/2/4_5-8	1
S1C10H1L.1-5_S1C10H1-B.6_7-8	1
chr11:51035790-54450839
total	3983
S3C11H1L.1-5	3917
S3C11H1L.1-2_W3_5	17
S3C11H1L.1-3_W4_5	9
S3C11H1L.W1_2-3_W4_5	5
S3C11H1L.W1_2_W3_S3C11H3d.6_W5_W1_2-3_W4_5	4
S3C11H1L.W1_2-5	4
S3C11H1L.W1_2_W3_W4_W5	4
S3C11H1L.1-3_2-5	4
S3C11H1L.1	3
S3C11H1L.1_3-5	3
S3C11H1L.1-2_W3_S3C11H3d.6_5	2
S3C11H1L.1-3_W4_4-5	2
S3C11H1L.1-2_W3_W4_W5	2
S3C11H1L.1-2_W3_W4_5	1
S3C11H1L.W1_2_W3_S3C11H3d.6_W5	1
S3C11H1L.2-5	1
S3C11H1L.1_4-5	1
S3C11H1L.1-2	1
S3C11H1L.2_W3_W4_W5	1
S3C11H1L.1-2_W3_W4_W5_W1_2-3_W4_5	1
chr12:34620830-37202478
total	1945
S1C12H1L.1-8	1298
S1C12H1L.1_6-8	241
S1C12H1L.1-7_2-8	86
S1C12H1L.1-3_8	66
S1C12H1L.1-3_2-8	23
S1C12H1L.1_4-8	22
